0	27	0	0
1	59	0	0
2	27	15	0
3	59	15	0
4	27	30	0
5	59	30	0
6	27	45	0
7	59	45	0
8	27	60	0
9	59	60	0
10	27	75	0
11	59	75	0
12	27	90	0
13	59	90	0
14	27	105	0
15	59	105	0
16	27	120	0
17	59	120	0
18	27	135	0
19	59	135	0
20	27	150	0
21	59	150	0
22	27	165	0
23	59	165	0
24	27	180	0
25	59	180	0
26	27	195	0
27	59	195	0
28	27	210	0
29	59	210	0
30	27	225	0
31	59	225	0
32	27	240	0
33	59	240	0
34	27	255	0
35	59	255	0
36	27	270	0
37	59	270	0
38	27	285	0
39	59	285	0
40	27	300	0
41	59	300	0
42	27	315	0
43	59	315	0
44	27	330	0
45	59	330	0
46	27	345	0
47	59	345	0
48	777	720	3
49	809	720	3
50	777	735	3
51	809	735	3
52	777	750	3
53	809	750	3
54	777	765	3
55	809	765	3
56	777	780	3
57	809	780	3
58	777	795	3
59	809	795	3
60	777	810	3
61	809	810	3
62	777	825	3
63	809	825	3
64	777	840	3
65	809	840	3
66	777	855	3
67	809	855	3
68	777	870	3
69	809	870	3
70	777	885	3
71	809	885	3
72	777	900	3
73	809	900	3
74	777	915	3
75	809	915	3
76	777	930	3
77	809	930	3
78	777	945	3
79	809	945	3
80	777	960	3
81	809	960	3
82	777	975	3
83	809	975	3
84	777	990	3
85	809	990	3
86	777	1005	3
87	809	1005	3
88	777	1020	3
89	809	1020	3
90	777	1035	3
91	809	1035	3
92	777	1050	3
93	809	1050	3
94	777	1065	3
95	809	1065	3
96	27	360	0
97	59	360	0
98	27	375	0
99	59	375	0
100	27	390	0
101	59	390	0
102	27	405	0
103	59	405	0
104	27	420	0
105	59	420	0
106	27	435	0
107	59	435	0
108	27	450	0
109	59	450	0
110	27	465	0
111	59	465	0
112	27	480	0
113	59	480	0
114	27	495	0
115	59	495	0
116	27	510	0
117	59	510	0
118	27	525	0
119	59	525	0
120	27	540	0
121	59	540	0
122	27	555	0
123	59	555	0
124	27	570	0
125	59	570	0
126	27	585	0
127	59	585	0
128	27	600	0
129	59	600	0
130	27	615	0
131	59	615	0
132	27	630	0
133	59	630	0
134	27	645	0
135	59	645	0
136	27	660	0
137	59	660	0
138	27	675	0
139	59	675	0
140	27	690	0
141	59	690	0
142	27	705	0
143	59	705	0
144	777	1080	3
145	809	1080	3
146	777	1095	3
147	809	1095	3
148	777	1110	3
149	809	1110	3
150	777	1125	3
151	809	1125	3
152	777	1140	3
153	809	1140	3
154	777	1155	3
155	809	1155	3
156	777	1170	3
157	809	1170	3
158	777	1185	3
159	809	1185	3
160	777	1200	3
161	809	1200	3
162	777	1215	3
163	809	1215	3
164	777	1230	3
165	809	1230	3
166	777	1245	3
167	809	1245	3
168	777	1260	3
169	809	1260	3
170	777	1275	3
171	809	1275	3
172	777	1290	3
173	809	1290	3
174	777	1305	3
175	809	1305	3
176	777	1320	3
177	809	1320	3
178	777	1335	3
179	809	1335	3
180	777	1350	3
181	809	1350	3
182	777	1365	3
183	809	1365	3
184	777	1380	3
185	809	1380	3
186	777	1395	3
187	809	1395	3
188	777	1410	3
189	809	1410	3
190	777	1425	3
191	809	1425	3
192	27	720	0
193	59	720	0
194	27	735	0
195	59	735	0
196	27	750	0
197	59	750	0
198	27	765	0
199	59	765	0
200	27	780	0
201	59	780	0
202	27	795	0
203	59	795	0
204	27	810	0
205	59	810	0
206	27	825	0
207	59	825	0
208	27	840	0
209	59	840	0
210	27	855	0
211	59	855	0
212	27	870	0
213	59	870	0
214	27	885	0
215	59	885	0
216	27	900	0
217	59	900	0
218	27	915	0
219	59	915	0
220	27	930	0
221	59	930	0
222	27	945	0
223	59	945	0
224	27	960	0
225	59	960	0
226	27	975	0
227	59	975	0
228	27	990	0
229	59	990	0
230	27	1005	0
231	59	1005	0
232	27	1020	0
233	59	1020	0
234	27	1035	0
235	59	1035	0
236	27	1050	0
237	59	1050	0
238	27	1065	0
239	59	1065	0
240	777	0	3
241	809	0	3
242	777	15	3
243	809	15	3
244	777	30	3
245	809	30	3
246	777	45	3
247	809	45	3
248	777	60	3
249	809	60	3
250	777	75	3
251	809	75	3
252	777	90	3
253	809	90	3
254	777	105	3
255	809	105	3
256	777	120	3
257	809	120	3
258	777	135	3
259	809	135	3
260	777	150	3
261	809	150	3
262	777	165	3
263	809	165	3
264	777	180	3
265	809	180	3
266	777	195	3
267	809	195	3
268	777	210	3
269	809	210	3
